x1;x2;x3;x4;x5;y
0.2718088539979977;-0.023272690615131708;0.97397124422791;-0.08153861027703213;0.5847120763446072;21.151253972126273
-0.23717130295252176;0.44574658489438157;0.47618303243135074;0.4900885019020489;-0.3312331556534929;15.561422165984718
-0.9757549202017857;0.4694932995711172;0.6080444851970666;0.5190800326101122;-0.8702766137182079;15.5219834323584
-0.42441081199815534;-0.4784918132436746;-0.4637449108646683;-0.5203359959238272;0.9662090982459248;10.253457413862991
-0.6204666944364359;0.34429350406010917;-0.42154613101923166;-0.11785638630550777;0.9286648313516808;13.162609079081307
0.34337882856658775;0.5243092860674077;0.3921780042963645;-0.7095559690879916;0.41732690419079566;16.29248057658488
-0.878965467009694;0.8111822441644567;0.8352917987595103;-0.7735580693843862;-0.33311596142122646;14.71991879375037
0.12509288397135299;-0.8689964097264027;-0.22611252273948113;0.9620830032437468;0.40472677189090156;19.86113909762109
-0.09588459486025958;-0.010762225300655182;0.7048905389202096;0.25447876613991793;-0.5773915250643369;13.962242093304042
0.7772922249961689;-0.3122406063180496;0.7729422097032002;0.8423803185720327;-0.7456717971744706;28.611350889680566
0.7186982025001569;-0.3874676925167688;0.5056575537888994;-0.03414301523856311;0.1675712292566116;15.148398875215427
-0.3284804065607476;0.5190755512793186;-0.09762764322365447;-0.6393460430838624;-0.7185074282503177;8.457534352944178
-0.2287789309388426;0.43081432462735947;-0.7595342181563556;0.1946693003804265;-0.9025342229996287;15.78601862663088
-0.9524076301040467;0.8906450291799102;0.7220598515918519;-0.032136222331422104;0.13425494912206437;14.769766212083123
0.9320468795245476;0.6004676708961716;0.7285065855890576;-0.028268133592495026;-0.07055838444742868;24.301267371829237
-0.21210061787509815;-0.3841620320819641;-0.8314613192680351;-0.2951875313077674;0.6834339160092662;12.899806121620458
-0.6250657809086664;-0.011852014773290787;-0.10343281064122589;0.0077810099906181485;-0.8859883413804432;5.658755116024132
0.9813965411934551;0.8212935865834545;0.011191164104219276;-0.5087240593661595;-0.308350427058254;20.123929075907864
0.8521537571986437;0.8159619890605669;0.4596402680905394;0.21652811299597863;0.873570991588084;29.448320690276546
-0.7649381611560195;-0.36787255588711476;0.19628127474408386;0.6651730326861673;0.8350468995823959;14.955258715818566
0.14819308003020915;0.4796691586597026;-0.6706055724245017;-0.04670533088266371;0.8730526328012038;20.25049498972501
0.1627123814022977;-0.21387185112670348;0.6804667008732879;-0.047125420079213054;-0.514628122913448;12.1983355492677
0.913999093087261;0.5401968084521114;-0.163096462393848;-0.877999302279191;0.9905890780404851;25.549605001592703
-0.19650710155787943;-0.6125553463799918;0.7616771999983145;-0.6289597865139287;0.10613113399903273;9.411611695919696
-0.9369854175014924;-0.9880081244739549;-0.32302897156572774;0.041954910286118086;-0.36825679653102306;1.2426195596787482
-0.8304391753547016;-0.09887686128281148;0.022403013160472884;-0.1308549941035464;0.9676732641232633;9.204435724616717
-0.8308595408593762;0.014069445570252359;0.21842394787156527;0.7506640374539382;-0.12460240559427138;12.518675800575526
0.17738009594398996;-0.3205049048728079;0.15812779982477787;0.45024616387382954;-0.6617013570159345;12.323524571757101
0.27344892613370453;0.3632943377015825;0.7277867251453238;-0.7716501740563215;-0.9363558648317021;17.691278925397693
0.6070270160794209;0.9526446763162149;0.5280184954705645;-0.41722120467507073;0.4846221336894154;22.93338488668702
