iter	Logloss
253	0.0001127945705
254	0.0001127922118
255	0.0001127899109
256	0.0001127899109
257	0.0001127899109
258	0.0001127899109
259	0.0001127876114
260	0.0001127853133
261	0.0001127853133
262	0.000112783206
263	0.0001127809098
264	0.0001127786151
265	0.0001127786151
266	0.0001127786151
267	0.0001127758825
268	0.0001127737791
269	0.0001127737791
270	0.0001127714562
271	0.0001127714562
272	0.0001127689294
273	0.0001127689294
274	0.0001127689294
275	0.0001127634824
276	0.0001127602818
277	0.0001127602818
278	0.0001127589847
279	0.0001127589847
280	0.0001127589847
281	0.0001127589847
282	0.0001127589847
283	0.0001127566432
284	0.00011077297
285	0.0001066282904
286	0.0001043263677
287	0.0001018811073
288	9.860196647e-05
289	9.860196647e-05
290	9.860196647e-05
291	9.860196647e-05
292	9.859898975e-05
293	9.859898975e-05
294	9.859898975e-05
295	9.524223952e-05
296	9.15360256e-05
297	9.15360256e-05
298	9.15360256e-05
299	8.754766462e-05
300	8.274839101e-05
301	7.899186605e-05
302	7.453505107e-05
303	7.453505107e-05
304	6.849317297e-05
305	6.646973148e-05
306	6.646973148e-05
307	6.646835592e-05
308	6.646835592e-05
309	6.646835592e-05
310	6.646835592e-05
