iter	Logloss
0	0.377197237
1	0.2207343064
2	0.1358337293
3	0.1043005467
4	0.08906979191
5	0.078153272
6	0.06735288406
7	0.05339206726
8	0.04743828662
9	0.04215340668
10	0.03464269749
11	0.03000725928
12	0.02738109034
13	0.02376905903
14	0.02190422349
15	0.01956891676
16	0.01913952547
17	0.01761474043
18	0.01648619968
19	0.0155780321
20	0.01423300614
21	0.01342165052
22	0.01185779268
23	0.01027282454
24	0.009334310038
25	0.008963812329
26	0.008481403817
27	0.007853840343
28	0.007070077625
29	0.00684373116
30	0.006518126835
31	0.006411884358
32	0.006029409564
33	0.005364568799
34	0.005157863646
35	0.004779036955
36	0.004174726827
37	0.003942181546
38	0.003764013244
39	0.003595698852
40	0.003420856817
41	0.003088814674
42	0.002954219723
43	0.00279394768
44	0.002722590043
45	0.002531029121
46	0.002482301993
47	0.002370515515
48	0.002165004053
49	0.002030614437
50	0.001897199914
51	0.00163717893
52	0.001552695564
53	0.001443479058
54	0.001303159933
55	0.001233587438
56	0.001175464296
57	0.00109531425
58	0.001004533464
59	0.0009523460975
60	0.0009165214504
61	0.0008746101401
62	0.000848362961
63	0.0008121170055
64	0.0007732452537
65	0.0007466160752
66	0.0007291452491
67	0.0006734628908
68	0.000649742965
69	0.0006313628534
70	0.000611451134
71	0.000590944425
72	0.0005443775054
73	0.0005208300774
74	0.0004919659772
75	0.0004515388399
76	0.000404963191
77	0.0003873097476
78	0.0003632886468
79	0.0003454168474
80	0.0003306132703
81	0.0003181142641
82	0.0002972839323
83	0.0002907869739
84	0.000283448898
85	0.0002699956669
86	0.0002611400515
87	0.0002470299255
88	0.0002382100636
89	0.0002253409168
90	0.0002186799609
91	0.0002066841291
92	0.0001977782167
93	0.0001867351225
94	0.0001820761908
95	0.0001650951591
96	0.0001461466127
97	0.0001377673617
98	0.0001302361418
99	0.0001220250683
100	0.0001167303493
101	0.0001167277565
102	0.0001167277565
103	0.0001167277565
104	0.0001167277565
105	0.000116722066
106	0.0001167190723
107	0.0001167190723
108	0.0001167134692
109	0.0001167078718
110	0.0001167022802
111	0.0001166966944
112	0.00011669151
113	0.0001166886812
114	0.0001166886812
115	0.000116685904
116	0.0001166803962
117	0.0001166748315
118	0.0001166700971
119	0.0001166670569
120	0.0001166670569
121	0.0001166670569
122	0.0001166670569
123	0.0001166634393
124	0.0001166634393
125	0.0001166606635
126	0.000116657889
127	0.0001166466407
128	0.0001166466407
129	0.0001166466407
130	0.0001166466407
131	0.0001166466407
132	0.0001166466407
133	0.0001166466407
134	0.0001166466407
135	0.0001166466407
136	0.0001166466407
137	0.0001166466407
138	0.0001166412146
139	0.0001166388595
140	0.0001166388595
141	0.0001166388595
142	0.0001166388595
143	0.0001166388595
144	0.0001166388595
145	0.0001166388595
146	0.0001166388595
147	0.0001166388595
148	0.0001166388595
149	0.0001166388595
150	0.0001166388595
151	0.0001166332891
152	0.000116622246
153	0.0001166171442
154	0.0001166131139
155	0.0001166131139
156	0.0001166080194
157	0.0001166039939
158	0.0001166016067
159	0.0001166016067
160	0.0001165965217
161	0.0001165965217
162	0.0001165965217
163	0.0001165965217
164	0.0001165965217
165	0.0001165965217
166	0.0001165965217
167	0.0001165965217
168	0.0001165965217
169	0.0001165965217
170	0.0001165906689
171	0.0001165906689
172	0.0001165859985
173	0.0001165859985
174	0.0001165834625
175	0.0001165809278
176	0.0001165783942
177	0.0001165783942
178	0.000116575862
179	0.0001165733309
180	0.0001128807793
181	0.0001128774158
182	0.000112874056
183	0.000112874056
184	0.000112874056
185	0.000112874056
186	0.000112874056
187	0.0001128719154
188	0.0001128705141
189	0.0001128705141
190	0.0001128683755
191	0.0001128683755
192	0.000112866663
193	0.0001128641197
194	0.0001128609805
195	0.0001128609805
196	0.0001128609805
197	0.0001128609805
198	0.0001128609805
199	0.0001128609805
200	0.000112855773
201	0.0001128517599
202	0.0001128517599
203	0.0001128494709
204	0.0001128478023
205	0.0001128443945
206	0.0001128443945
207	0.0001128427636
208	0.0001128393612
209	0.0001128359625
210	0.0001128331878
211	0.0001128331878
212	0.0001128299369
213	0.0001128273703
214	0.0001128273703
215	0.0001128273703
216	0.0001128257124
217	0.0001128257124
218	0.0001128201831
219	0.0001128201831
220	0.0001128201831
221	0.0001128201831
222	0.0001128201831
223	0.0001128201831
224	0.0001128201831
225	0.0001128201831
226	0.0001128201831
227	0.0001128201831
228	0.0001128201831
229	0.0001128176096
230	0.0001128176096
231	0.0001128176096
232	0.0001128143036
233	0.0001128143036
234	0.0001128143036
235	0.0001128143036
236	0.0001128143036
237	0.0001128143036
238	0.0001128143036
239	0.0001128143036
240	0.0001128143036
241	0.0001128143036
242	0.0001128143036
243	0.0001128119024
244	0.0001128095908
245	0.0001128095908
246	0.0001128095908
247	0.0001128062908
248	0.0001128037932
249	0.0001128014855
250	0.0001127991791
251	0.0001127968741
252	0.0001127968741
